Camarosa	Hawaii-4	Arabidopsis
maker-Fvb2-1-augustus-gene-197.38-mRNA-1	FvH4_2g29860	AT2G25625
maker-Fvb2-2-augustus-gene-23.38-mRNA-1	FvH4_2g29860	AT2G25625
maker-Fvb2-3-augustus-gene-9.52-mRNA-1	FvH4_2g29860	AT2G25625
maker-Fvb2-4-augustus-gene-211.35-mRNA-1	FvH4_2g29860	AT2G25625
maker-Fvb2-2-augustus-gene-22.49-mRNA-1	FvH4_2g30140	AT2G25640
maker-Fvb2-3-augustus-gene-7.60-mRNA-1	FvH4_2g30140	AT2G25640
maker-Fvb2-4-augustus-gene-213.40-mRNA-1	FvH4_2g30140	AT2G25640
snap_masked-Fvb2-1-processed-gene-200.30-mRNA-1	FvH4_2g30140	AT2G25640
maker-Fvb2-1-snap-gene-200.74-mRNA-1	FvH4_2g30180	AT2G25660
maker-Fvb2-3-snap-gene-7.63-mRNA-1	FvH4_2g30180	AT2G25660
maker-Fvb2-4-augustus-gene-213.48-mRNA-1	FvH4_2g30180	AT2G25660
snap_masked-Fvb2-2-processed-gene-21.29-mRNA-1	FvH4_2g30180	AT2G25660
maker-Fvb2-1-augustus-gene-200.58-mRNA-1	FvH4_2g30190	AT2G25670
maker-Fvb2-3-augustus-gene-7.46-mRNA-1	FvH4_2g30190	AT2G25670
augustus_masked-Fvb2-2-processed-gene-21.6-mRNA-1	FvH4_2g30230	AT2G25680
augustus_masked-Fvb2-3-processed-gene-21.5-mRNA-1	FvH4_2g30230	AT2G25680
augustus_masked-Fvb2-3-processed-gene-7.4-mRNA-1	FvH4_2g30230	AT2G25680
augustus_masked-Fvb2-4-processed-gene-213.15-mRNA-1	FvH4_2g30230	AT2G25680
maker-Fvb2-1-snap-gene-200.77-mRNA-1	FvH4_2g30230	AT2G25680
augustus_masked-Fvb2-2-processed-gene-21.3-mRNA-1	FvH4_2g30270	AT2G25690
augustus_masked-Fvb2-4-processed-gene-214.12-mRNA-1	FvH4_2g30270	AT2G25690
maker-Fvb2-1-augustus-gene-201.36-mRNA-1	FvH4_2g30270	AT2G25690
maker-Fvb2-3-augustus-gene-21.39-mRNA-1	FvH4_2g30270	AT2G25690
maker-Fvb6-2-augustus-gene-47.20-mRNA-1	FvH4_2g30270	AT2G25690
maker-Fvb6-4-augustus-gene-235.44-mRNA-1	FvH4_2g30270	AT2G25690
maker-Fvb2-1-snap-gene-171.43-mRNA-1	FvH4_2g26260	AT2G25710
maker-Fvb2-2-augustus-gene-42.40-mRNA-1	FvH4_2g26260	AT2G25710
maker-Fvb2-4-snap-gene-192.54-mRNA-1	FvH4_2g26260	AT2G25710
augustus_masked-Fvb5-1-processed-gene-113.0-mRNA-1	FvH4_5g18200	AT2G25720
maker-Fvb5-2-augustus-gene-105.49-mRNA-1	FvH4_5g18200	AT2G25720
snap_masked-Fvb5-4-processed-gene-84.21-mRNA-1	FvH4_5g18200	AT2G25720
augustus_masked-Fvb2-2-processed-gene-20.4-mRNA-1	FvH4_2g30330	AT2G25730
maker-Fvb2-3-snap-gene-6.70-mRNA-1	FvH4_2g30330	AT2G25730
snap_masked-Fvb2-1-processed-gene-236.19-mRNA-1	FvH4_2g36280	AT2G25735
snap_masked-Fvb2-3-processed-gene-49.39-mRNA-1	FvH4_2g36280	AT2G25735
snap_masked-Fvb2-4-processed-gene-243.25-mRNA-1	FvH4_2g36280	AT2G25735
maker-Fvb2-1-augustus-gene-235.59-mRNA-1	FvH4_2g36080	AT2G25737
maker-Fvb2-3-augustus-gene-50.56-mRNA-1	FvH4_2g36080	AT2G25737
maker-Fvb2-4-augustus-gene-242.46-mRNA-1	FvH4_2g36080	AT2G25737
maker-Fvb2-1-snap-gene-230.75-mRNA-1	FvH4_2g35320	AT2G25740
maker-Fvb2-3-augustus-gene-54.54-mRNA-1	FvH4_2g35320	AT2G25740
maker-Fvb2-4-augustus-gene-239.44-mRNA-1	FvH4_2g35320	AT2G25740
maker-Fvb2-1-snap-gene-231.64-mRNA-1	FvH4_2g35440	AT2G25760
maker-Fvb2-1-snap-gene-231.64-mRNA-1	FvH4_6g32280	AT2G25760
maker-Fvb2-3-augustus-gene-53.53-mRNA-1	FvH4_2g35440	AT2G25760
maker-Fvb2-3-augustus-gene-53.53-mRNA-1	FvH4_6g32280	AT2G25760
maker-Fvb2-4-augustus-gene-239.49-mRNA-1	FvH4_2g35440	AT2G25760
maker-Fvb2-4-augustus-gene-239.49-mRNA-1	FvH4_6g32280	AT2G25760
maker-Fvb6-1-snap-gene-136.45-mRNA-1	FvH4_2g35440	AT2G25760
maker-Fvb6-1-snap-gene-136.45-mRNA-1	FvH4_6g32280	AT2G25760
maker-Fvb6-2-augustus-gene-41.18-mRNA-1	FvH4_2g35440	AT2G25760
maker-Fvb6-2-augustus-gene-41.18-mRNA-1	FvH4_6g32280	AT2G25760
maker-Fvb6-3-snap-gene-128.31-mRNA-1	FvH4_2g35440	AT2G25760
maker-Fvb6-3-snap-gene-128.31-mRNA-1	FvH4_6g32280	AT2G25760
maker-Fvb6-4-snap-gene-242.27-mRNA-1	FvH4_2g35440	AT2G25760
maker-Fvb6-4-snap-gene-242.27-mRNA-1	FvH4_6g32280	AT2G25760
augustus_masked-Fvb6-2-processed-gene-41.6-mRNA-1	FvH4_2g35380	AT2G25780
maker-Fvb2-1-snap-gene-231.70-mRNA-1	FvH4_2g35380	AT2G25780
maker-Fvb2-4-snap-gene-239.73-mRNA-1	FvH4_2g35380	AT2G25780
snap_masked-Fvb2-3-processed-gene-53.30-mRNA-1	FvH4_2g35380	AT2G25780
maker-Fvb2-1-augustus-gene-231.54-mRNA-1	FvH4_2g35370	AT2G25790
maker-Fvb2-3-augustus-gene-53.48-mRNA-1	FvH4_2g35370	AT2G25790
maker-Fvb2-4-augustus-gene-239.53-mRNA-1	FvH4_2g35370	AT2G25790
maker-Fvb1-1-augustus-gene-248.54-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb1-2-augustus-gene-16.53-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb1-2-augustus-gene-28.51-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb1-3-augustus-gene-27.42-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb1-4-augustus-gene-0.34-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb2-1-augustus-gene-232.41-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb2-3-augustus-gene-53.43-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb2-4-augustus-gene-239.58-mRNA-1	FvH4_2g35590	AT2G25800
maker-Fvb2-1-augustus-gene-233.49-mRNA-1	FvH4_2g35700	AT2G25810
maker-Fvb2-3-augustus-gene-52.45-mRNA-1	FvH4_2g35700	AT2G25810
maker-Fvb2-4-augustus-gene-240.32-mRNA-1	FvH4_2g35700	AT2G25810
maker-Fvb6-1-augustus-gene-139.41-mRNA-1	FvH4_2g35700	AT2G25810
maker-Fvb2-1-augustus-gene-232.38-mRNA-1	FvH4_2g35600	AT2G25830
maker-Fvb2-3-augustus-gene-53.49-mRNA-1	FvH4_2g35600	AT2G25830
maker-Fvb2-4-augustus-gene-239.51-mRNA-1	FvH4_2g35600	AT2G25830
maker-Fvb2-1-augustus-gene-230.63-mRNA-1	FvH4_2g35300	AT2G25840
maker-Fvb2-3-snap-gene-54.62-mRNA-1	FvH4_2g35300	AT2G25840
maker-Fvb2-4-augustus-gene-238.70-mRNA-1	FvH4_2g35300	AT2G25840
augustus_masked-Fvb6-2-processed-gene-38.2-mRNA-1	FvH4_2g35240	AT2G25850
augustus_masked-Fvb6-4-processed-gene-244.7-mRNA-1	FvH4_2g35240	AT2G25850
maker-Fvb2-1-snap-gene-230.74-mRNA-1	FvH4_2g35240	AT2G25850
maker-Fvb2-3-augustus-gene-54.55-mRNA-1	FvH4_2g35240	AT2G25850
maker-Fvb2-4-snap-gene-238.79-mRNA-1	FvH4_2g35240	AT2G25850
maker-Fvb6-1-augustus-gene-134.38-mRNA-1	FvH4_2g35240	AT2G25850
maker-Fvb6-3-snap-gene-126.58-mRNA-1	FvH4_2g35240	AT2G25850
maker-Fvb2-1-augustus-gene-230.58-mRNA-1	FvH4_2g35220	AT2G25870
snap_masked-Fvb2-3-processed-gene-54.29-mRNA-1	FvH4_2g35220	AT2G25870
snap_masked-Fvb2-4-processed-gene-238.40-mRNA-1	FvH4_2g35220	AT2G25870
maker-Fvb2-1-augustus-gene-230.47-mRNA-1	FvH4_2g35180	AT2G25880
maker-Fvb2-4-augustus-gene-238.54-mRNA-1	FvH4_2g35180	AT2G25880
snap_masked-Fvb2-3-processed-gene-54.40-mRNA-1	FvH4_2g35180	AT2G25880
augustus_masked-Fvb2-1-processed-gene-212.24-mRNA-1	FvH4_2g32360	AT2G25900
augustus_masked-Fvb2-2-processed-gene-10.4-mRNA-1	FvH4_2g32360	AT2G25900
augustus_masked-Fvb2-3-processed-gene-68.2-mRNA-1	FvH4_2g32360	AT2G25900
augustus_masked-Fvb2-4-processed-gene-226.16-mRNA-1	FvH4_2g32360	AT2G25900
maker-Fvb2-1-augustus-gene-212.60-mRNA-1	FvH4_2g32310	AT2G25910
maker-Fvb2-2-augustus-gene-10.60-mRNA-1	FvH4_2g32310	AT2G25910
maker-Fvb2-3-augustus-gene-68.59-mRNA-1	FvH4_2g32310	AT2G25910
maker-Fvb2-4-augustus-gene-226.55-mRNA-1	FvH4_2g32310	AT2G25910
maker-Fvb5-1-augustus-gene-295.39-mRNA-1	FvH4_5g39570	AT2G25920
maker-Fvb5-2-augustus-gene-248.62-mRNA-1	FvH4_5g39570	AT2G25920
maker-Fvb5-3-augustus-gene-5.32-mRNA-1	FvH4_5g39570	AT2G25920
maker-Fvb5-4-augustus-gene-250.37-mRNA-1	FvH4_5g39570	AT2G25920
maker-Fvb2-1-augustus-gene-212.68-mRNA-1	FvH4_2g32300	AT2G25930
maker-Fvb2-2-snap-gene-10.69-mRNA-1	FvH4_2g32300	AT2G25930
maker-Fvb2-3-augustus-gene-68.52-mRNA-1	FvH4_2g32300	AT2G25930
maker-Fvb2-4-augustus-gene-226.65-mRNA-1	FvH4_2g32300	AT2G25930
maker-Fvb6-1-snap-gene-133.36-mRNA-1	FvH4_2g32300	AT2G25930
augustus_masked-Fvb2-1-processed-gene-212.7-mRNA-1	FvH4_2g32190	AT2G25940
augustus_masked-Fvb2-2-processed-gene-11.6-mRNA-1	FvH4_2g32190	AT2G25940
augustus_masked-Fvb2-4-processed-gene-226.0-mRNA-1	FvH4_2g32190	AT2G25940
maker-Fvb2-3-augustus-gene-68.62-mRNA-1	FvH4_2g32190	AT2G25940
augustus_masked-Fvb2-1-processed-gene-212.14-mRNA-1	FvH4_2g32150	AT2G25950
maker-Fvb2-2-augustus-gene-12.52-mRNA-1	FvH4_2g32150	AT2G25950
maker-Fvb2-2-snap-gene-11.40-mRNA-1	FvH4_2g32150	AT2G25950
maker-Fvb2-3-augustus-gene-69.36-mRNA-1	FvH4_2g32150	AT2G25950
maker-Fvb2-3-snap-gene-69.56-mRNA-1	FvH4_2g32150	AT2G25950
maker-Fvb2-4-augustus-gene-225.60-mRNA-1	FvH4_2g32150	AT2G25950
augustus_masked-Fvb2-4-processed-gene-237.8-mRNA-1	FvH4_2g35080	AT2G25970
maker-Fvb2-1-augustus-gene-212.63-mRNA-1	FvH4_2g32110	AT2G25970
maker-Fvb2-1-augustus-gene-229.38-mRNA-1	FvH4_2g35080	AT2G25970
maker-Fvb2-1-snap-gene-34.41-mRNA-1	FvH4_2g35080	AT2G25970
maker-Fvb2-2-augustus-gene-184.24-mRNA-1	FvH4_2g35080	AT2G25970
maker-Fvb2-2-snap-gene-12.73-mRNA-1	FvH4_2g32110	AT2G25970
maker-Fvb2-3-augustus-gene-69.38-mRNA-1	FvH4_2g32110	AT2G25970
maker-Fvb2-3-augustus-gene-69.39-mRNA-1	FvH4_2g32110	AT2G25970
maker-Fvb2-3-snap-gene-55.77-mRNA-1	FvH4_2g35080	AT2G25970
maker-Fvb2-4-augustus-gene-225.58-mRNA-1	FvH4_2g32110	AT2G25970
maker-Fvb2-4-augustus-gene-44.17-mRNA-1	FvH4_2g35080	AT2G25970
snap_masked-Fvb2-3-processed-gene-182.20-mRNA-1	FvH4_2g35080	AT2G25970
augustus_masked-Fvb2-1-processed-gene-211.9-mRNA-1	FvH4_2g32040	AT2G26040
augustus_masked-Fvb2-2-processed-gene-12.11-mRNA-1	FvH4_2g32040	AT2G26040
augustus_masked-Fvb2-3-processed-gene-69.13-mRNA-1	FvH4_2g32040	AT2G26040
augustus_masked-Fvb2-4-processed-gene-225.2-mRNA-1	FvH4_2g32040	AT2G26040
maker-Fvb6-1-snap-gene-235.53-mRNA-1	FvH4_6g18650	AT2G26060
maker-Fvb6-2-augustus-gene-150.39-mRNA-1	FvH4_6g18650	AT2G26060
maker-Fvb6-3-augustus-gene-270.33-mRNA-1	FvH4_6g18650	AT2G26060
maker-Fvb6-3-augustus-gene-279.23-mRNA-1	FvH4_6g18650	AT2G26060
maker-Fvb2-1-augustus-gene-211.39-mRNA-1	FvH4_2g31960	AT2G26070
maker-Fvb2-2-augustus-gene-12.68-mRNA-1	FvH4_2g31960	AT2G26070
maker-Fvb2-3-augustus-gene-70.46-mRNA-1	FvH4_2g31960	AT2G26070
maker-Fvb2-4-augustus-gene-224.52-mRNA-1	FvH4_2g31960	AT2G26070
maker-Fvb2-1-augustus-gene-211.37-mRNA-1	FvH4_2g31940	AT2G26080
maker-Fvb2-2-augustus-gene-12.71-mRNA-1	FvH4_2g31940	AT2G26080
maker-Fvb2-3-augustus-gene-70.49-mRNA-1	FvH4_2g31940	AT2G26080
maker-Fvb2-4-augustus-gene-224.49-mRNA-1	FvH4_2g31940	AT2G26080
augustus_masked-Fvb2-4-processed-gene-224.4-mRNA-1	FvH4_2g31860	AT2G26100
maker-Fvb2-1-snap-gene-211.49-mRNA-1	FvH4_2g31860	AT2G26100
maker-Fvb2-2-augustus-gene-13.51-mRNA-1	FvH4_2g31860	AT2G26100
maker-Fvb2-3-augustus-gene-70.51-mRNA-1	FvH4_2g31860	AT2G26100
augustus_masked-Fvb1-1-processed-gene-242.12-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb1-2-processed-gene-20.16-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb1-2-processed-gene-55.7-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb1-3-processed-gene-35.4-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb1-4-processed-gene-32.2-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb2-1-processed-gene-210.13-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb2-2-processed-gene-13.3-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb2-3-processed-gene-70.4-mRNA-1	FvH4_2g31830	AT2G26110
augustus_masked-Fvb2-4-processed-gene-224.15-mRNA-1	FvH4_2g31830	AT2G26110
maker-Fvb1-3-snap-gene-36.74-mRNA-1	FvH4_2g31730	AT2G26140
maker-Fvb1-4-snap-gene-33.89-mRNA-1	FvH4_2g31730	AT2G26140
maker-Fvb2-1-augustus-gene-210.36-mRNA-1	FvH4_2g31730	AT2G26140
maker-Fvb2-2-snap-gene-13.71-mRNA-1	FvH4_2g31730	AT2G26140
maker-Fvb2-4-augustus-gene-223.39-mRNA-1	FvH4_2g31730	AT2G26140
snap_masked-Fvb1-1-processed-gene-241.30-mRNA-1	FvH4_2g31730	AT2G26140
augustus_masked-Fvb2-1-processed-gene-209.10-mRNA-1	FvH4_2g31690	AT2G26150
augustus_masked-Fvb2-4-processed-gene-223.9-mRNA-1	FvH4_2g31690	AT2G26150
maker-Fvb1-1-augustus-gene-241.44-mRNA-1	FvH4_2g31690	AT2G26150
maker-Fvb1-2-augustus-gene-20.43-mRNA-1	FvH4_2g31690	AT2G26150
maker-Fvb1-2-augustus-gene-56.43-mRNA-1	FvH4_2g31690	AT2G26150
maker-Fvb1-3-augustus-gene-37.51-mRNA-1	FvH4_2g31690	AT2G26150
maker-Fvb1-4-snap-gene-33.80-mRNA-1	FvH4_2g31690	AT2G26150
maker-Fvb2-1-snap-gene-209.53-mRNA-1	FvH4_2g31660	AT2G26170
maker-Fvb2-2-augustus-gene-13.50-mRNA-1	FvH4_2g31660	AT2G26170
maker-Fvb2-4-snap-gene-223.59-mRNA-1	FvH4_2g31660	AT2G26170
maker-Fvb1-1-augustus-gene-240.66-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb1-2-augustus-gene-56.44-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb1-2-augustus-gene-9.58-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb1-3-augustus-gene-37.52-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb1-4-augustus-gene-34.42-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb2-1-augustus-gene-209.35-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb2-2-augustus-gene-14.43-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb6-3-augustus-gene-119.35-mRNA-1	FvH4_2g31640	AT2G26190
maker-Fvb1-1-augustus-gene-230.30-mRNA-1	FvH4_1g09680	AT2G26210
maker-Fvb1-2-augustus-gene-0.28-mRNA-1	FvH4_1g09680	AT2G26210
maker-Fvb1-2-snap-gene-66.56-mRNA-1	FvH4_1g09680	AT2G26210
maker-Fvb1-3-augustus-gene-46.51-mRNA-1	FvH4_1g09680	AT2G26210
maker-Fvb1-3-augustus-gene-48.51-mRNA-1	FvH4_1g09680	AT2G26210
snap_masked-Fvb1-4-processed-gene-43.53-mRNA-1	FvH4_1g09680	AT2G26210
maker-Fvb2-1-augustus-gene-240.39-mRNA-1	FvH4_2g36990	AT2G26250
maker-Fvb2-3-augustus-gene-46.58-mRNA-1	FvH4_2g36990	AT2G26250
maker-Fvb2-4-augustus-gene-246.49-mRNA-1	FvH4_2g36990	AT2G26250
maker-Fvb2-1-augustus-gene-240.47-mRNA-1	FvH4_2g36970	AT2G26260
maker-Fvb2-3-augustus-gene-46.49-mRNA-1	FvH4_2g36970	AT2G26260
maker-Fvb2-4-augustus-gene-246.56-mRNA-1	FvH4_2g36970	AT2G26260
maker-Fvb2-1-snap-gene-240.59-mRNA-1	FvH4_2g36960	AT2G26270
maker-Fvb2-3-augustus-gene-46.50-mRNA-1	FvH4_2g36960	AT2G26270
maker-Fvb2-4-snap-gene-246.71-mRNA-1	FvH4_2g36960	AT2G26270
maker-Fvb2-1-augustus-gene-203.33-mRNA-1	FvH4_2g30790	AT2G26280
maker-Fvb2-2-augustus-gene-18.47-mRNA-1	FvH4_2g30790	AT2G26280
snap_masked-Fvb2-4-processed-gene-219.40-mRNA-1	FvH4_2g30790	AT2G26280
augustus_masked-Fvb2-1-processed-gene-204.0-mRNA-1	FvH4_2g30860	AT2G26300
maker-Fvb2-2-snap-gene-18.69-mRNA-1	FvH4_2g30860	AT2G26300
maker-Fvb2-3-snap-gene-5.61-mRNA-1	FvH4_2g30860	AT2G26300
maker-Fvb2-4-snap-gene-219.63-mRNA-1	FvH4_2g30860	AT2G26300
maker-Fvb6-3-augustus-gene-113.29-mRNA-1	FvH4_2g30860	AT2G26300
maker-Fvb6-4-snap-gene-260.39-mRNA-1	FvH4_2g30860	AT2G26300
augustus_masked-Fvb2-2-processed-gene-17.18-mRNA-1	FvH4_2g30870	AT2G26310
maker-Fvb2-1-augustus-gene-204.32-mRNA-1	FvH4_2g30870	AT2G26310
maker-Fvb2-2-augustus-gene-17.58-mRNA-1	FvH4_2g30870	AT2G26310
maker-Fvb2-3-snap-gene-5.60-mRNA-1	FvH4_2g30870	AT2G26310
augustus_masked-Fvb2-1-processed-gene-204.9-mRNA-1	FvH4_2g30910	AT2G26330
maker-Fvb2-2-augustus-gene-17.51-mRNA-1	FvH4_2g30910	AT2G26330
maker-Fvb2-3-augustus-gene-4.37-mRNA-1	FvH4_2g30910	AT2G26330
maker-Fvb2-4-augustus-gene-219.59-mRNA-1	FvH4_2g30910	AT2G26330
maker-Fvb2-1-snap-gene-204.49-mRNA-1	FvH4_2g30980	AT2G26340
maker-Fvb2-2-snap-gene-17.74-mRNA-1	FvH4_2g30980	AT2G26340
maker-Fvb2-3-snap-gene-4.54-mRNA-1	FvH4_2g30980	AT2G26340
augustus_masked-Fvb1-1-processed-gene-238.3-mRNA-1	FvH4_2g31140	AT2G26350
augustus_masked-Fvb2-3-processed-gene-3.2-mRNA-1	FvH4_2g31140	AT2G26350
augustus_masked-Fvb2-4-processed-gene-220.6-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb1-2-augustus-gene-59.60-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb1-2-augustus-gene-6.55-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb1-3-augustus-gene-39.66-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb1-4-snap-gene-36.73-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb2-1-augustus-gene-206.27-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb2-2-augustus-gene-16.43-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb2-2-snap-gene-16.58-mRNA-1	FvH4_2g31140	AT2G26350
maker-Fvb6-3-augustus-gene-115.16-mRNA-1	FvH4_2g31140	AT2G26350
augustus_masked-Fvb1-2-processed-gene-1.15-mRNA-1	FvH4_1g09440	AT2G26460
maker-Fvb1-1-augustus-gene-231.50-mRNA-1	FvH4_1g09440	AT2G26460
maker-Fvb1-2-augustus-gene-65.53-mRNA-1	FvH4_1g09440	AT2G26460
maker-Fvb1-3-augustus-gene-45.43-mRNA-1	FvH4_1g09440	AT2G26460
maker-Fvb1-4-augustus-gene-42.28-mRNA-1	FvH4_1g09440	AT2G26460
maker-Fvb2-1-snap-gene-117.42-mRNA-1	FvH4_2g17880	AT2G26470
augustus_masked-Fvb1-1-processed-gene-15.2-mRNA-1	FvH4_1g27200	AT2G26500
augustus_masked-Fvb1-1-processed-gene-74.8-mRNA-1	FvH4_1g27200	AT2G26500
augustus_masked-Fvb1-3-processed-gene-206.0-mRNA-1	FvH4_1g27200	AT2G26500
augustus_masked-Fvb1-4-processed-gene-176.1-mRNA-1	FvH4_1g27200	AT2G26500
augustus_masked-Fvb2-2-processed-gene-181.7-mRNA-1	FvH4_2g07330	AT2G26500
augustus_masked-Fvb7-1-processed-gene-39.5-mRNA-1	FvH4_7g04430	AT2G26500
augustus_masked-Fvb7-2-processed-gene-40.5-mRNA-1	FvH4_7g04430	AT2G26500
augustus_masked-Fvb7-2-processed-gene-43.1-mRNA-1	FvH4_7g04430	AT2G26500
augustus_masked-Fvb7-2-processed-gene-43.1-mRNA-1	FvH4_7g04430	AT2G26500
augustus_masked-Fvb7-3-processed-gene-199.12-mRNA-1	FvH4_7g04430	AT2G26500
maker-Fvb1-2-augustus-gene-214.27-mRNA-1	FvH4_1g27200	AT2G26500
maker-Fvb2-3-snap-gene-181.37-mRNA-1	FvH4_2g07330	AT2G26500
maker-Fvb2-4-augustus-gene-51.32-mRNA-1	FvH4_2g07330	AT2G26500
snap_masked-Fvb2-1-processed-gene-36.14-mRNA-1	FvH4_2g07330	AT2G26500
maker-Fvb2-3-augustus-gene-26.52-mRNA-1	FvH4_2g40710	AT2G26510
maker-Fvb2-4-augustus-gene-263.60-mRNA-1	FvH4_2g40710	AT2G26510
augustus_masked-Fvb2-1-processed-gene-229.2-mRNA-1	FvH4_2g35030	AT2G26520
augustus_masked-Fvb2-2-processed-gene-185.8-mRNA-1	FvH4_2g35030	AT2G26520
augustus_masked-Fvb2-3-processed-gene-183.7-mRNA-1	FvH4_2g35030	AT2G26520
augustus_masked-Fvb2-3-processed-gene-55.8-mRNA-1	FvH4_2g35030	AT2G26520
augustus_masked-Fvb2-4-processed-gene-237.11-mRNA-1	FvH4_2g35030	AT2G26520
augustus_masked-Fvb2-4-processed-gene-42.5-mRNA-1	FvH4_2g35030	AT2G26520
augustus_masked-Fvb2-3-processed-gene-56.10-mRNA-1	FvH4_2g34940	AT2G26530
augustus_masked-Fvb2-4-processed-gene-236.9-mRNA-1	FvH4_2g34940	AT2G26530
augustus_masked-Fvb2-4-processed-gene-41.2-mRNA-1	FvH4_2g34940	AT2G26530
snap_masked-Fvb2-1-processed-gene-228.24-mRNA-1	FvH4_2g34940	AT2G26530
maker-Fvb2-1-snap-gene-228.51-mRNA-1	FvH4_2g34880	AT2G26540
maker-Fvb2-3-augustus-gene-56.41-mRNA-1	FvH4_2g34880	AT2G26540
maker-Fvb2-1-snap-gene-227.45-mRNA-1	FvH4_2g34800	AT2G26560
maker-Fvb2-3-snap-gene-57.71-mRNA-1	FvH4_2g34800	AT2G26560
maker-Fvb2-4-snap-gene-236.68-mRNA-1	FvH4_2g34800	AT2G26560
maker-Fvb1-1-augustus-gene-260.43-mRNA-1	FvH4_1g03040	AT2G26580
maker-Fvb1-2-augustus-gene-40.36-mRNA-1	FvH4_1g03040	AT2G26580
maker-Fvb1-3-snap-gene-15.93-mRNA-1	FvH4_1g03040	AT2G26580
maker-Fvb4-2-snap-gene-209.46-mRNA-1	FvH4_4g06040	AT2G26590
maker-Fvb4-4-snap-gene-253.52-mRNA-1	FvH4_4g06040	AT2G26590
maker-Fvb1-1-augustus-gene-256.59-mRNA-1	FvH4_1g03960	AT2G26650
maker-Fvb1-2-augustus-gene-36.53-mRNA-1	FvH4_1g03960	AT2G26650
maker-Fvb1-3-augustus-gene-18.41-mRNA-1	FvH4_1g03960	AT2G26650
maker-Fvb1-4-augustus-gene-10.65-mRNA-1	FvH4_1g03960	AT2G26650
maker-Fvb2-2-augustus-gene-25.45-mRNA-1	FvH4_1g03960	AT2G26650
maker-Fvb2-3-augustus-gene-10.31-mRNA-1	FvH4_1g03960	AT2G26650
maker-Fvb2-4-augustus-gene-210.52-mRNA-1	FvH4_1g03960	AT2G26650
snap_masked-Fvb2-1-processed-gene-196.25-mRNA-1	FvH4_1g03960	AT2G26650
maker-Fvb1-1-augustus-gene-259.62-mRNA-1	FvH4_1g03200	AT2G26660
maker-Fvb1-2-augustus-gene-39.74-mRNA-1	FvH4_1g03200	AT2G26660
maker-Fvb1-3-augustus-gene-15.67-mRNA-1	FvH4_1g03200	AT2G26660
maker-Fvb1-4-snap-gene-14.89-mRNA-1	FvH4_1g03200	AT2G26660
maker-Fvb2-2-augustus-gene-27.56-mRNA-1	FvH4_1g03200	AT2G26660
maker-Fvb2-3-augustus-gene-81.47-mRNA-1	FvH4_1g03200	AT2G26660
snap_masked-Fvb2-1-processed-gene-193.11-mRNA-1	FvH4_1g03200	AT2G26660
snap_masked-Fvb2-4-processed-gene-206.18-mRNA-1	FvH4_1g03200	AT2G26660
maker-Fvb1-1-augustus-gene-259.60-mRNA-1	FvH4_1g03240	AT2G26670
maker-Fvb1-2-augustus-gene-39.72-mRNA-1	FvH4_1g03240	AT2G26670
maker-Fvb1-3-augustus-gene-15.69-mRNA-1	FvH4_1g03240	AT2G26670
maker-Fvb1-4-augustus-gene-14.66-mRNA-1	FvH4_1g03240	AT2G26670
maker-Fvb1-1-augustus-gene-259.46-mRNA-1	FvH4_1g03280	AT2G26680
maker-Fvb1-2-augustus-gene-39.56-mRNA-1	FvH4_1g03280	AT2G26680
maker-Fvb1-3-augustus-gene-15.79-mRNA-1	FvH4_1g03280	AT2G26680
maker-Fvb1-4-augustus-gene-13.57-mRNA-1	FvH4_1g03280	AT2G26680
augustus_masked-Fvb1-1-processed-gene-258.20-mRNA-1	FvH4_1g03370	AT2G26690
augustus_masked-Fvb1-4-processed-gene-13.16-mRNA-1	FvH4_1g03370	AT2G26690
