chromosome,name,start,stop,window_size,classification,value
Fvb4-2,maker-Fvb4-2-snap-gene-110.41,11087731,11089512,1000,LTR_right,0.293
Fvb4-2,maker-Fvb4-2-augustus-gene-111.28,11093133,11097797,1000,LTR_right,0.2705
Fvb4-2,maker-Fvb4-2-augustus-gene-111.31,11168281,11171885,1000,LTR_right,0.3625
Fvb4-2,maker-Fvb4-2-snap-gene-112.23,11194129,11195238,1000,LTR_right,0.239
Fvb4-2,maker-Fvb4-2-augustus-gene-112.22,11197417,11202064,1000,LTR_right,0.274
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-112.1,11250355,11251738,1000,LTR_right,0.4965
Fvb4-2,snap_masked-Fvb4-2-processed-gene-114.11,11390416,11393037,1000,LTR_right,0.3935
Fvb4-2,maker-Fvb4-2-augustus-gene-115.34,11489583,11492456,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-116.38,11654252,11656945,1000,LTR_right,0.731
Fvb4-2,snap_masked-Fvb4-2-processed-gene-117.13,11744372,11746179,1000,LTR_right,0.295
Fvb4-2,maker-Fvb4-2-snap-gene-119.23,11951725,11953956,1000,LTR_right,0.637
Fvb4-2,maker-Fvb4-2-snap-gene-119.22,11954016,11954360,1000,LTR_right,0.379
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-119.7,11976699,11976986,1000,LTR_right,0.2965
Fvb4-2,maker-Fvb4-2-snap-gene-120.29,12025138,12027995,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-120.30,12067009,12070893,1000,LTR_right,0.385
Fvb4-2,maker-Fvb4-2-snap-gene-121.41,12159682,12169588,1000,LTR_right,0.256
Fvb4-2,maker-Fvb4-2-augustus-gene-122.31,12234381,12242380,1000,LTR_right,0.399
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-122.4,12249653,12249877,1000,LTR_right,0.47
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-122.6,12261255,12264460,1000,LTR_right,0.5
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-122.7,12272181,12273002,1000,LTR_right,0.288
Fvb4-2,maker-Fvb4-2-augustus-gene-124.28,12419816,12421333,1000,LTR_right,0.481
Fvb4-2,maker-Fvb4-2-snap-gene-125.33,12518143,12523364,1000,LTR_right,0.349
Fvb4-2,snap_masked-Fvb4-2-processed-gene-125.19,12542350,12544200,1000,LTR_right,0.484
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-127.7,12733129,12733542,1000,LTR_right,0.3055
Fvb4-2,maker-Fvb4-2-snap-gene-127.28,12762349,12766748,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-augustus-gene-127.25,12770917,12771965,1000,LTR_right,0.4345
Fvb4-2,maker-Fvb4-2-snap-gene-128.39,12790977,12794515,1000,LTR_right,0.4825
Fvb4-2,maker-Fvb4-2-snap-gene-128.35,12810417,12814317,1000,LTR_right,0.367
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-128.2,12824286,12826652,1000,LTR_right,0.4565
Fvb4-2,snap_masked-Fvb4-2-processed-gene-128.17,12826809,12827666,1000,LTR_right,0.2675
Fvb4-2,maker-Fvb4-2-snap-gene-128.40,12829830,12833362,1000,LTR_right,0.5
Fvb4-2,snap_masked-Fvb4-2-processed-gene-128.23,12833371,12834237,1000,LTR_right,0.5185
Fvb4-2,snap_masked-Fvb4-2-processed-gene-129.14,12893014,12893205,1000,LTR_right,0.3405
Fvb4-2,maker-Fvb4-2-augustus-gene-129.31,12971960,12973835,1000,LTR_right,0.2715
Fvb4-2,maker-Fvb4-2-augustus-gene-130.30,13017568,13021509,1000,LTR_right,0.503
Fvb4-2,snap_masked-Fvb4-2-processed-gene-130.18,13059540,13060714,1000,LTR_right,0.452
Fvb4-2,maker-Fvb4-2-snap-gene-130.38,13063591,13066107,1000,LTR_right,0.746
Fvb4-2,snap_masked-Fvb4-2-processed-gene-131.10,13086997,13090981,1000,LTR_right,0.314
Fvb4-2,maker-Fvb4-2-snap-gene-131.37,13155631,13156892,1000,LTR_right,0.298
Fvb4-2,maker-Fvb4-2-snap-gene-132.24,13223027,13227538,1000,LTR_right,0.3295
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-135.3,13547934,13549616,1000,LTR_right,0.2955
Fvb4-2,maker-Fvb4-2-augustus-gene-135.18,13583597,13587885,1000,LTR_right,0.4175
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-136.3,13592544,13594176,1000,LTR_right,0.541
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-136.4,13609680,13611065,1000,LTR_right,0.4995
Fvb4-2,maker-Fvb4-2-snap-gene-136.45,13670781,13675398,1000,LTR_right,0.392
Fvb4-2,maker-Fvb4-2-snap-gene-137.42,13705211,13705426,1000,LTR_right,0.36
Fvb4-2,snap_masked-Fvb4-2-processed-gene-137.22,13712389,13712577,1000,LTR_right,0.3545
Fvb4-2,maker-Fvb4-2-snap-gene-137.37,13736814,13741005,1000,LTR_right,0.497
Fvb4-2,maker-Fvb4-2-snap-gene-137.45,13771063,13779309,1000,LTR_right,0.4405
Fvb4-2,maker-Fvb4-2-augustus-gene-139.29,13937385,13944840,1000,LTR_right,0.446
Fvb4-2,maker-Fvb4-2-snap-gene-140.27,13991346,13992896,1000,LTR_right,0.2885
Fvb4-2,snap_masked-Fvb4-2-processed-gene-140.11,13997274,13998082,1000,LTR_right,0.447
Fvb4-2,snap_masked-Fvb4-2-processed-gene-141.19,14145383,14148417,1000,LTR_right,0.2615
Fvb4-2,maker-Fvb4-2-augustus-gene-142.22,14266429,14268677,1000,LTR_right,0.247
Fvb4-2,maker-Fvb4-2-snap-gene-145.33,14538334,14538808,1000,LTR_right,0.3105
Fvb4-2,maker-Fvb4-2-augustus-gene-145.31,14559879,14564634,1000,LTR_right,0.315
Fvb4-2,maker-Fvb4-2-augustus-gene-146.19,14634050,14642389,1000,LTR_right,0.7085
Fvb4-2,maker-Fvb4-2-snap-gene-146.29,14660628,14663578,1000,LTR_right,0.326
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-146.3,14665568,14671963,1000,LTR_right,0.4405
Fvb4-2,maker-Fvb4-2-snap-gene-147.32,14687760,14700524,1000,LTR_right,0.3975
Fvb4-2,maker-Fvb4-2-snap-gene-148.39,14818522,14820061,1000,LTR_right,0.264
Fvb4-2,maker-Fvb4-2-augustus-gene-148.30,14856515,14859589,1000,LTR_right,0.2875
Fvb4-2,snap_masked-Fvb4-2-processed-gene-155.15,15505689,15507100,1000,LTR_right,0.264
Fvb4-2,maker-Fvb4-2-augustus-gene-155.33,15521106,15524760,1000,LTR_right,0.3315
Fvb4-2,maker-Fvb4-2-snap-gene-156.24,15658391,15660270,1000,LTR_right,0.361
Fvb4-2,maker-Fvb4-2-snap-gene-157.26,15691021,15695068,1000,LTR_right,0.2985
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-158.14,15844076,15844675,1000,LTR_right,0.288
Fvb4-2,maker-Fvb4-2-snap-gene-159.41,15920257,15931379,1000,LTR_right,0.2635
Fvb4-2,snap_masked-Fvb4-2-processed-gene-159.19,15943114,15945317,1000,LTR_right,0.246
Fvb4-2,maker-Fvb4-2-snap-gene-159.38,15948922,15949994,1000,LTR_right,0.37
Fvb4-2,maker-Fvb4-2-augustus-gene-160.31,16010452,16015375,1000,LTR_right,0.494
Fvb4-2,maker-Fvb4-2-snap-gene-160.60,16074027,16074862,1000,LTR_right,0.405
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-161.3,16097782,16099144,1000,LTR_right,0.2455
Fvb4-2,maker-Fvb4-2-snap-gene-164.26,16415272,16415775,1000,LTR_right,0.3665
Fvb4-2,maker-Fvb4-2-augustus-gene-164.21,16431197,16440331,1000,LTR_right,0.2575
Fvb4-2,maker-Fvb4-2-augustus-gene-165.30,16519142,16522352,1000,LTR_right,0.2765
Fvb4-2,maker-Fvb4-2-augustus-gene-165.31,16537915,16539105,1000,LTR_right,0.255
Fvb4-2,maker-Fvb4-2-snap-gene-166.60,16659922,16662888,1000,LTR_right,0.6145
Fvb4-2,snap_masked-Fvb4-2-processed-gene-167.7,16692894,16693906,1000,LTR_right,0.651
Fvb4-2,maker-Fvb4-2-snap-gene-167.24,16694598,16694851,1000,LTR_right,0.924
Fvb4-2,snap_masked-Fvb4-2-processed-gene-167.8,16694683,16694865,1000,LTR_right,0.945
Fvb4-2,maker-Fvb4-2-snap-gene-167.31,16738328,16742285,1000,LTR_right,0.358
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-167.6,16785006,16788625,1000,LTR_right,0.503
Fvb4-2,maker-Fvb4-2-snap-gene-168.14,16863316,16865080,1000,LTR_right,0.336
Fvb4-2,maker-Fvb4-2-augustus-gene-170.10,17048947,17050992,1000,LTR_right,0.4845
Fvb4-2,snap_masked-Fvb4-2-processed-gene-172.24,17242222,17242407,1000,LTR_right,0.4385
Fvb4-2,snap_masked-Fvb4-2-processed-gene-172.28,17250434,17256759,1000,LTR_right,0.474
Fvb4-2,maker-Fvb4-2-augustus-gene-172.35,17271990,17274220,1000,LTR_right,0.492
Fvb4-2,snap_masked-Fvb4-2-processed-gene-173.12,17382632,17385366,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-174.30,17399862,17402274,1000,LTR_right,0.487
Fvb4-2,snap_masked-Fvb4-2-processed-gene-174.16,17426314,17426734,1000,LTR_right,0.5655
Fvb4-2,maker-Fvb4-2-snap-gene-174.33,17447606,17449266,1000,LTR_right,0.469
Fvb4-2,snap_masked-Fvb4-2-processed-gene-174.21,17463255,17465491,1000,LTR_right,0.3095
Fvb4-2,maker-Fvb4-2-augustus-gene-174.28,17482087,17485284,1000,LTR_right,0.349
Fvb4-2,snap_masked-Fvb4-2-processed-gene-175.14,17512669,17514931,1000,LTR_right,0.352
Fvb4-2,maker-Fvb4-2-snap-gene-175.31,17522094,17527608,1000,LTR_right,0.484
Fvb4-2,snap_masked-Fvb4-2-processed-gene-175.23,17555123,17558090,1000,LTR_right,0.3825
Fvb4-2,maker-Fvb4-2-snap-gene-176.20,17603032,17604665,1000,LTR_right,0.252
Fvb4-2,maker-Fvb4-2-snap-gene-177.27,17739286,17740106,1000,LTR_right,0.661
Fvb4-2,snap_masked-Fvb4-2-processed-gene-178.11,17799542,17799851,1000,LTR_right,0.295
Fvb4-2,maker-Fvb4-2-augustus-gene-178.29,17860037,17863305,1000,LTR_right,0.283
Fvb4-2,snap_masked-Fvb4-2-processed-gene-179.6,17898926,17899888,1000,LTR_right,0.327
Fvb4-2,maker-Fvb4-2-snap-gene-180.55,17981941,17985095,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-180.54,17985159,17986980,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-180.56,18012805,18013870,1000,LTR_right,0.4515
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-180.7,18032035,18032703,1000,LTR_right,0.44
Fvb4-2,maker-Fvb4-2-snap-gene-180.57,18063624,18064239,1000,LTR_right,0.487
Fvb4-2,snap_masked-Fvb4-2-processed-gene-180.32,18074722,18075081,1000,LTR_right,0.3285
Fvb4-2,maker-Fvb4-2-augustus-gene-180.42,18083224,18087359,1000,LTR_right,0.399
Fvb4-2,maker-Fvb4-2-snap-gene-182.33,18231956,18234093,1000,LTR_right,0.288
Fvb4-2,maker-Fvb4-2-augustus-gene-182.28,18244677,18246585,1000,LTR_right,0.408
Fvb4-2,maker-Fvb4-2-snap-gene-182.37,18262436,18262879,1000,LTR_right,0.321
Fvb4-2,maker-Fvb4-2-snap-gene-182.36,18262930,18274553,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-182.38,18274616,18275842,1000,LTR_right,0.278
Fvb4-2,maker-Fvb4-2-snap-gene-183.26,18300956,18303259,1000,LTR_right,0.4895
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-184.0,18398574,18399909,1000,LTR_right,0.545
Fvb4-2,snap_masked-Fvb4-2-processed-gene-184.12,18441580,18441836,1000,LTR_right,0.323
Fvb4-2,maker-Fvb4-2-snap-gene-185.7,18553492,18554532,1000,LTR_right,0.4905
Fvb4-2,maker-Fvb4-2-augustus-gene-186.5,18599247,18600835,1000,LTR_right,0.274
Fvb4-2,maker-Fvb4-2-snap-gene-186.7,18660485,18660889,1000,LTR_right,0.3255
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-187.0,18701035,18701874,1000,LTR_right,0.5105
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-187.2,18756436,18758102,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-191.32,19088027,19090927,1000,LTR_right,0.2635
Fvb4-2,maker-Fvb4-2-snap-gene-191.33,19091160,19091558,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-augustus-gene-191.26,19121931,19125528,1000,LTR_right,0.3935
Fvb4-2,maker-Fvb4-2-snap-gene-191.37,19135003,19135617,1000,LTR_right,0.7515
Fvb4-2,maker-Fvb4-2-snap-gene-194.32,19438456,19439422,1000,LTR_right,0.4495
Fvb4-2,maker-Fvb4-2-snap-gene-195.16,19538186,19544053,1000,LTR_right,0.6375
Fvb4-2,maker-Fvb4-2-snap-gene-198.18,19851326,19853177,1000,LTR_right,0.424
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-198.2,19863748,19868314,1000,LTR_right,0.4765
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-198.5,19874380,19874661,1000,LTR_right,0.2445
Fvb4-2,maker-Fvb4-2-snap-gene-199.23,19907223,19908328,1000,LTR_right,0.266
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-199.6,19960532,19962304,1000,LTR_right,0.255
Fvb4-2,maker-Fvb4-2-augustus-gene-199.17,19978300,19979433,1000,LTR_right,0.3095
Fvb4-2,snap_masked-Fvb4-2-processed-gene-200.8,19997894,19998097,1000,LTR_right,0.4495
Fvb4-2,snap_masked-Fvb4-2-processed-gene-200.9,20001798,20003941,1000,LTR_right,0.49
Fvb4-2,maker-Fvb4-2-augustus-gene-200.20,20068676,20071430,1000,LTR_right,0.2445
Fvb4-2,maker-Fvb4-2-snap-gene-201.30,20123982,20125705,1000,LTR_right,0.3275
Fvb4-2,maker-Fvb4-2-snap-gene-203.28,20283544,20290176,1000,LTR_right,0.297
Fvb4-2,snap_masked-Fvb4-2-processed-gene-204.17,20411590,20413778,1000,LTR_right,0.4735
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-204.4,20432227,20433975,1000,LTR_right,0.411
Fvb4-2,maker-Fvb4-2-snap-gene-204.51,20456670,20457064,1000,LTR_right,0.308
Fvb4-2,maker-Fvb4-2-augustus-gene-204.36,20457065,20459252,1000,LTR_right,0.464
Fvb4-2,maker-Fvb4-2-snap-gene-204.47,20467996,20468579,1000,LTR_right,0.4455
Fvb4-2,maker-Fvb4-2-augustus-gene-206.25,20599249,20599667,1000,LTR_right,0.2605
Fvb4-2,maker-Fvb4-2-snap-gene-206.34,20600710,20601058,1000,LTR_right,0.253
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-206.3,20607217,20608847,1000,LTR_right,0.5
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-206.6,20632668,20639567,1000,LTR_right,0.2435
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-206.9,20651228,20657785,1000,LTR_right,0.4045
Fvb4-2,maker-Fvb4-2-augustus-gene-206.33,20663996,20667147,1000,LTR_right,0.2735
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-207.14,20742435,20743826,1000,LTR_right,0.4335
Fvb4-2,maker-Fvb4-2-snap-gene-208.51,20802954,20813382,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-208.52,20833671,20835455,1000,LTR_right,0.269
Fvb4-2,maker-Fvb4-2-snap-gene-208.45,20841741,20847726,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-augustus-gene-208.39,20856572,20860433,1000,LTR_right,0.272
Fvb4-2,maker-Fvb4-2-augustus-gene-208.40,20860560,20862329,1000,LTR_right,0.345
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-210.7,21005103,21006380,1000,LTR_right,0.3675
Fvb4-2,maker-Fvb4-2-snap-gene-210.29,21034678,21040073,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-210.32,21044248,21046469,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-210.31,21046515,21047629,1000,LTR_right,0.452
Fvb4-2,maker-Fvb4-2-augustus-gene-211.24,21077694,21086763,1000,LTR_right,0.4185
Fvb4-2,maker-Fvb4-2-snap-gene-212.25,21238565,21240384,1000,LTR_right,0.473
Fvb4-2,maker-Fvb4-2-snap-gene-212.26,21284492,21285900,1000,LTR_right,0.315
Fvb4-2,maker-Fvb4-2-snap-gene-213.18,21296620,21303162,1000,LTR_right,0.2835
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-214.0,21374897,21377017,1000,LTR_right,0.339
Fvb4-2,maker-Fvb4-2-snap-gene-214.36,21412592,21413749,1000,LTR_right,0.4375
Fvb4-2,maker-Fvb4-2-augustus-gene-214.21,21444802,21450267,1000,LTR_right,0.439
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-215.5,21520217,21520456,1000,LTR_right,0.2395
Fvb4-2,maker-Fvb4-2-augustus-gene-218.38,21805226,21810495,1000,LTR_right,0.452
Fvb4-2,maker-Fvb4-2-snap-gene-218.48,21886662,21889372,1000,LTR_right,0.3485
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-219.6,21903666,21905792,1000,LTR_right,0.5
Fvb4-2,snap_masked-Fvb4-2-processed-gene-220.16,22007959,22008500,1000,LTR_right,0.408
Fvb4-2,maker-Fvb4-2-snap-gene-220.44,22021735,22023700,1000,LTR_right,0.297
Fvb4-2,maker-Fvb4-2-snap-gene-220.34,22059120,22059539,1000,LTR_right,0.305
Fvb4-2,maker-Fvb4-2-augustus-gene-221.30,22116027,22116642,1000,LTR_right,0.277
Fvb4-2,snap_masked-Fvb4-2-processed-gene-221.22,22173715,22173945,1000,LTR_right,0.4965
Fvb4-2,maker-Fvb4-2-snap-gene-222.42,22242776,22243872,1000,LTR_right,0.3915
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-222.13,22248996,22249286,1000,LTR_right,0.447
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-223.3,22338377,22338622,1000,LTR_right,0.2985
Fvb4-2,snap_masked-Fvb4-2-processed-gene-223.14,22351494,22353707,1000,LTR_right,0.3315
Fvb4-2,maker-Fvb4-2-augustus-gene-224.35,22470300,22478240,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-224.52,22477881,22481018,1000,LTR_right,0.3875
Fvb4-2,maker-Fvb4-2-augustus-gene-225.25,22544834,22552396,1000,LTR_right,0.2935
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-225.8,22554956,22558418,1000,LTR_right,0.296
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-225.5,22582120,22582434,1000,LTR_right,0.5505
Fvb4-2,snap_masked-Fvb4-2-processed-gene-227.9,22692291,22694994,1000,LTR_right,0.5335
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-227.3,22768688,22770925,1000,LTR_right,0.2985
Fvb4-2,maker-Fvb4-2-augustus-gene-230.21,22994437,22997791,1000,LTR_right,0.4585
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-230.2,23020043,23020941,1000,LTR_right,0.353
Fvb4-2,maker-Fvb4-2-augustus-gene-230.23,23076370,23079263,1000,LTR_right,0.3725
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-231.0,23088848,23091085,1000,LTR_right,0.3195
Fvb4-2,maker-Fvb4-2-augustus-gene-231.27,23106913,23110697,1000,LTR_right,0.496
Fvb4-2,snap_masked-Fvb4-2-processed-gene-231.17,23167620,23172528,1000,LTR_right,0.5
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-232.5,23222898,23226130,1000,LTR_right,0.3895
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-233.1,23304899,23305336,1000,LTR_right,0.39
Fvb4-2,snap_masked-Fvb4-2-processed-gene-234.14,23424722,23425267,1000,LTR_right,0.5085
Fvb4-2,maker-Fvb4-2-snap-gene-234.41,23446219,23450046,1000,LTR_right,0.301
Fvb4-2,snap_masked-Fvb4-2-processed-gene-234.21,23484054,23484263,1000,LTR_right,0.4105
Fvb4-2,maker-Fvb4-2-snap-gene-235.37,23494526,23496209,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-235.39,23497687,23499216,1000,LTR_right,0.5475
Fvb4-2,snap_masked-Fvb4-2-processed-gene-238.15,23794732,23800960,1000,LTR_right,0.4145
Fvb4-2,maker-Fvb4-2-augustus-gene-238.34,23814750,23815350,1000,LTR_right,0.429
Fvb4-2,maker-Fvb4-2-augustus-gene-238.35,23823562,23824153,1000,LTR_right,0.424
Fvb4-2,maker-Fvb4-2-snap-gene-238.56,23856525,23856987,1000,LTR_right,0.339
Fvb4-2,maker-Fvb4-2-snap-gene-239.37,23904418,23905401,1000,LTR_right,0.411
Fvb4-2,snap_masked-Fvb4-2-processed-gene-239.32,23962779,23976283,1000,LTR_right,0.458
Fvb4-2,maker-Fvb4-2-snap-gene-240.35,24008010,24010697,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-snap-gene-240.34,24010779,24011083,1000,LTR_right,0.466
Fvb4-2,snap_masked-Fvb4-2-processed-gene-240.24,24068529,24073832,1000,LTR_right,0.2995
Fvb4-2,maker-Fvb4-2-snap-gene-241.36,24163971,24164309,1000,LTR_right,0.501
Fvb4-2,snap_masked-Fvb4-2-processed-gene-241.22,24164131,24164337,1000,LTR_right,0.347
Fvb4-2,maker-Fvb4-2-snap-gene-241.37,24169566,24172349,1000,LTR_right,0.4515
Fvb4-2,snap_masked-Fvb4-2-processed-gene-241.24,24172994,24175301,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-augustus-gene-241.34,24178321,24180738,1000,LTR_right,0.5
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-241.8,24180835,24181077,1000,LTR_right,0.4475
Fvb4-2,maker-Fvb4-2-snap-gene-242.44,24237928,24249557,1000,LTR_right,0.275
Fvb4-2,maker-Fvb4-2-snap-gene-242.42,24276806,24279650,1000,LTR_right,0.44
Fvb4-2,snap_masked-Fvb4-2-processed-gene-243.14,24293868,24296992,1000,LTR_right,0.276
Fvb4-2,maker-Fvb4-2-snap-gene-243.40,24324570,24325705,1000,LTR_right,0.393
Fvb4-2,maker-Fvb4-2-snap-gene-243.46,24338108,24338351,1000,LTR_right,0.466
Fvb4-2,maker-Fvb4-2-augustus-gene-245.33,24491717,24495726,1000,LTR_right,0.335
Fvb4-2,maker-Fvb4-2-snap-gene-246.59,24632427,24633317,1000,LTR_right,0.495
Fvb4-2,maker-Fvb4-2-snap-gene-246.62,24655930,24657484,1000,LTR_right,0.4955
Fvb4-2,maker-Fvb4-2-snap-gene-248.37,24829456,24830888,1000,LTR_right,0.244
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-250.1,25027018,25027742,1000,LTR_right,0.2865
Fvb4-2,maker-Fvb4-2-snap-gene-250.37,25067752,25070529,1000,LTR_right,0.3185
Fvb4-2,maker-Fvb4-2-snap-gene-250.39,25073746,25076965,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-augustus-gene-251.25,25089718,25093571,1000,LTR_right,0.3125
Fvb4-2,maker-Fvb4-2-snap-gene-251.32,25169047,25170313,1000,LTR_right,0.254
Fvb4-2,maker-Fvb4-2-augustus-gene-252.20,25260012,25261630,1000,LTR_right,0.28
Fvb4-2,maker-Fvb4-2-augustus-gene-254.35,25401265,25405615,1000,LTR_right,0.5
Fvb4-2,maker-Fvb4-2-augustus-gene-255.22,25569908,25576259,1000,LTR_right,0.364
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-256.0,25595339,25597558,1000,LTR_right,0.713
Fvb4-2,maker-Fvb4-2-augustus-gene-257.27,25744923,25750880,1000,LTR_right,0.3295
Fvb4-2,maker-Fvb4-2-snap-gene-258.64,25799029,25807540,1000,LTR_right,0.893
Fvb4-2,augustus_masked-Fvb4-2-processed-gene-258.7,25807599,25807841,1000,LTR_right,0.4025
Fvb4-2,maker-Fvb4-2-augustus-gene-258.56,25813300,25817334,1000,LTR_right,0.3735
Fvb4-2,maker-Fvb4-2-augustus-gene-258.60,25867471,25870421,1000,LTR_right,0.483
Fvb4-2,snap_masked-Fvb4-2-processed-gene-258.44,25903384,25903842,1000,LTR_right,0.3635
Fvb4-2,snap_masked-Fvb4-2-processed-gene-258.45,25904432,25905028,1000,LTR_right,0.2645
Fvb4-2,snap_masked-Fvb4-2-processed-gene-258.28,25945330,25946220,1000,LTR_right,0.357
Fvb4-3,maker-Fvb4-3-augustus-gene-1.47,105589,109214,1000,LTR_right,0.257
Fvb4-3,maker-Fvb4-3-augustus-gene-1.59,108830,109608,1000,LTR_right,0.257
Fvb4-3,maker-Fvb4-3-snap-gene-1.71,114510,122487,1000,LTR_right,0.2515
Fvb4-3,maker-Fvb4-3-augustus-gene-2.47,206949,210988,1000,LTR_right,0.3345
Fvb4-3,augustus_masked-Fvb4-3-processed-gene-3.9,368509,369050,1000,LTR_right,0.3795
Fvb4-3,augustus_masked-Fvb4-3-processed-gene-4.15,439790,441988,1000,LTR_right,0.369
Fvb4-3,snap_masked-Fvb4-3-processed-gene-4.27,441101,442926,1000,LTR_right,0.243
Fvb4-3,maker-Fvb4-3-augustus-gene-5.50,489189,493368,1000,LTR_right,0.4925
Fvb4-3,augustus_masked-Fvb4-3-processed-gene-6.1,592064,592741,1000,LTR_right,0.4155
Fvb4-3,maker-Fvb4-3-augustus-gene-6.43,619258,624059,1000,LTR_right,0.5
Fvb4-3,augustus_masked-Fvb4-3-processed-gene-12.6,1240145,1242439,1000,LTR_right,0.3135
Fvb4-3,maker-Fvb4-3-snap-gene-12.68,1285631,1286033,1000,LTR_right,0.252
Fvb4-3,snap_masked-Fvb4-3-processed-gene-14.24,1419139,1421435,1000,LTR_right,0.441
Fvb4-3,maker-Fvb4-3-augustus-gene-15.61,1540691,1547873,1000,LTR_right,0.422
Fvb4-3,maker-Fvb4-3-snap-gene-16.87,1664493,1667712,1000,LTR_right,0.3875
Fvb4-3,augustus_masked-Fvb4-3-processed-gene-18.3,1799992,1800873,1000,LTR_right,0.3315
Fvb4-3,maker-Fvb4-3-augustus-gene-18.63,1802121,1805471,1000,LTR_right,0.4185
Fvb4-3,maker-Fvb4-3-augustus-gene-20.34,2041104,2044882,1000,LTR_right,0.373
Fvb4-3,maker-Fvb4-3-augustus-gene-20.35,2045747,2050755,1000,LTR_right,0.6095
Fvb4-3,maker-Fvb4-3-augustus-gene-20.40,2049343,2053055,1000,LTR_right,0.362
Fvb4-3,maker-Fvb4-3-augustus-gene-20.42,2073585,2075486,1000,LTR_right,0.283
Fvb4-3,snap_masked-Fvb4-3-processed-gene-21.34,2167036,2168289,1000,LTR_right,0.4655
Fvb4-3,augustus_masked-Fvb4-3-processed-gene-22.1,2237438,2238817,1000,LTR_right,0.3525
Fvb4-3,maker-Fvb4-3-snap-gene-22.45,2240350,2248445,1000,LTR_right,0.337
Fvb4-3,maker-Fvb4-3-snap-gene-24.78,2390866,2394021,1000,LTR_right,0.3395
Fvb4-3,snap_masked-Fvb4-3-processed-gene-24.33,2442808,2443129,1000,LTR_right,0.432
Fvb4-3,maker-Fvb4-3-snap-gene-26.43,2664980,2666682,1000,LTR_right,0.3095
Fvb4-3,augustus_masked-Fvb4-3-processed-gene-27.2,2747899,2748738,1000,LTR_right,0.3685
